operator_id,operator_name,mean_risk,max_risk,total_miles,n_decades,actual_events,mean_age,ci_low,ci_high,risk_tier
39728,"MIDSHIP PIPELINE COMPANY, LLC",0.15789407652229678,0.1618310198758844,474.46,2.0,0.0,1.5,0.15395713316870915,0.1618310198758844,CRITICAL
31978,ATMOS PIPELINE - TEXAS,0.1563842837338002,0.1618310198758844,11389.929999999998,20.0,1.0,36.89604132773423,0.1534803708434546,0.15899048912561836,CRITICAL
15007,PACIFIC GAS & ELECTRIC CO,0.15526092416524875,0.1618310198758844,11933.4,20.0,2.0,52.79740057318116,0.15096700493668486,0.1580880801936051,CRITICAL
4900,KINDER MORGAN TEJAS PIPELINE,0.1545022457761692,0.1618310198758844,6431.946,20.0,3.0,44.791398590722,0.14913315187853782,0.15841672207684307,CRITICAL
31531,"ONEOK WESTEX TRANSMISSION, LLC",0.15395086298515614,0.1618310198758844,4696.530000000001,20.0,0.0,48.86324158474448,0.1475805221714159,0.1573144164994801,CRITICAL
18484,SOUTHERN CALIFORNIA GAS CO,0.15290168659802592,0.1618310198758844,6738.0,20.0,3.0,56.83303650934995,0.14612888977359814,0.15702260528672654,CRITICAL
4280,EL PASO NATURAL GAS CO,0.1521270496584601,0.1618310198758844,20319.706,74.0,5.0,60.98536489651967,0.14833259594827297,0.15523513716040305,CRITICAL
31618,ENTERPRISE PRODUCTS OPERATING LLC,0.1515100369864206,0.1618310198758844,7067.9619999999995,52.0,1.0,45.30048421312961,0.142641271525822,0.1557777774944077,CRITICAL
32099,ENERGY TRANSFER COMPANY,0.15104931314391415,0.1618310198758844,15569.35,68.0,7.0,38.44384511877503,0.14463244241971876,0.1549267247982436,CRITICAL
39572,"WWM OPERATING, LLC",0.15094496306137467,0.1618310198758844,2398.09,8.0,1.0,2.4956069205075706,0.09922549428923491,0.15933668026432524,CRITICAL
31451,KINDER MORGAN TEXAS PIPELINE CO,0.14990672858841247,0.1618310198758844,5017.590000000001,20.0,2.0,34.3402729198679,0.13827000308969786,0.15499975699463414,CRITICAL
31286,"ONEOK GAS TRANSPORTATION, LLC",0.1479116851261541,0.1618310198758844,5225.69,20.0,0.0,51.00777122255627,0.13527037894827648,0.15471517014385197,HIGH
26330,"ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC",0.14731748817877208,0.1618310198758844,4631.43,19.0,0.0,40.474237978334976,0.12914791403234221,0.1559417293144088,HIGH
31613,M6 MIDSTREAM LLC,0.14704075607553777,0.1618310198758844,1622.6799999999998,16.0,2.0,30.17077920477236,0.12115301529752211,0.15555417179839554,HIGH
2748,CONSUMERS ENERGY CO,0.14675204350709695,0.1618310198758844,4678.462,20.0,2.0,53.240079325214126,0.1330301816370013,0.15407052737175086,HIGH
31565,"GULFSTREAM MANAGEMENT &  OPERATING SERVICES,LLC",0.14522446632361924,0.1618310198758844,704.0210000000002,12.0,0.0,18.305435491270856,0.057889150218376144,0.1563536434427519,HIGH
2620,"COLUMBIA GULF TRANSMISSION, LLC",0.14485050989516893,0.1618310198758844,6721.013000000001,64.0,3.0,60.17651639715619,0.13391455281250794,0.15099397775782836,HIGH
32005,"ENLINK PROCESSING SERVICES, LLC",0.14456645953141334,0.1618310198758844,5842.952,36.0,0.0,50.26344542963899,0.1279514661333093,0.15166481126315465,HIGH
15931,PUBLIC SERVICE CO OF COLORADO,0.14423969543625895,0.1618310198758844,4022.1,18.0,0.0,43.189229506973966,0.13192780525004835,0.1516544946654091,HIGH
15518,PIEDMONT NATURAL GAS CO INC,0.14420501575908778,0.1618310198758844,4949.8460000000005,46.0,3.0,26.286435577995757,0.1282363622549158,0.1511126507118973,HIGH
19610,TRANSWESTERN PIPELINE COMPANY LLC,0.1437867890667869,0.1618310198758844,5123.860000000001,50.0,0.0,46.89665603665986,0.12748935243967024,0.15135240217878834,HIGH
12408,DTE GAS COMPANY,0.14353457548391807,0.1618310198758844,3892.2560000000003,24.0,0.0,56.25593511834781,0.1191240076820991,0.15251192285562107,HIGH
19580,TRANSCOLORADO GAS TRANSMISSION COMPANY LLC,0.14343586845033876,0.1618310198758844,624.26,9.0,0.0,28.43098708871304,0.03900894192342138,0.15874202220560343,HIGH
31728,"GULF SOUTH PIPELINE COMPANY, LLC",0.14229125569579892,0.1618310198758844,13648.22,95.0,7.0,59.877801647394314,0.1346688162703106,0.1477967948766356,HIGH
39193,"ROVER PIPELINE, LLC",0.14153647162114047,0.1618310198758844,1438.84,11.0,0.0,8.499374496121877,0.06870131986763978,0.15491177077492502,HIGH
4060,ENBRIDGE GAS OHIO,0.14120613066347082,0.1618310198758844,2045.6299999999999,18.0,2.0,58.771048527837394,0.12029374670857192,0.15246711230815171,HIGH
5304,FLORIDA GAS TRANSMISSION CO,0.14092423265175816,0.1618310198758844,10758.09,80.0,2.0,45.305981823911125,0.12972433897363408,0.14801291882333895,HIGH
31159,"KANSAS GAS SERVICE COMPANY, A DIVISION OF ONE GAS, INC.",0.13996936385974865,0.1618310198758844,3066.02,19.0,0.0,34.89039536597935,0.12153150535304674,0.15152167529801133,HIGH
15033,GREAT BASIN GAS TRANSMISSION COMPANY,0.13956718654241926,0.1618310198758844,1795.583,14.0,1.0,47.07607556988455,0.10376968586490942,0.15082593328834148,HIGH
10035,"KPC PIPELINE, LLC",0.1378644451685291,0.1618310198758844,1999.196,16.0,0.0,86.90973871496341,0.09034231922527937,0.15332097892432478,HIGH
3,ACADIAN GAS PIPELINE SYSTEM,0.13727590737259432,0.1618310198758844,2768.9909999999995,18.0,1.0,43.76059763285617,0.1228416908983431,0.14724694481444187,HIGH
19235,"TEXAS EASTERN TRANSMISSION, LP",0.13702517339912218,0.1618310198758844,16821.32,262.0,7.0,57.702708824277764,0.1288288532091252,0.14313952335333113,HIGH
2564,COLORADO INTERSTATE GAS CO,0.13562400699551358,0.1618310198758844,10996.868999999999,90.0,1.0,41.9322198891339,0.12155745581951528,0.1452917088425719,HIGH
18516,SOUTHERN NATURAL GAS CO,0.13512328120793493,0.1618310198758844,13998.492999999999,118.0,2.0,51.35803832598267,0.12501356672876238,0.14296600454998626,HIGH
6141,NEW MEXICO GAS COMPANY,0.13425589545546887,0.1618310198758844,2933.8500000000004,20.0,0.0,48.507133629872,0.11745354852144198,0.14446808363327818,HIGH
602,"ENABLE GAS TRANSMISSION, LLC",0.13421281884141467,0.1618310198758844,11301.930000000002,114.0,2.0,51.71331002757935,0.12296286176204312,0.14177419450311773,HIGH
19160,TENNESSEE GAS PIPELINE COMPANY,0.13383180010813486,0.1618310198758844,23517.155,268.0,6.0,62.44427891043793,0.12460866520016495,0.1411324388755708,HIGH
840,MOJAVE PIPELINE OPERATING COMPANY,0.13379824548702052,0.1618310198758844,1124.089,16.0,0.0,28.441443693515374,0.06689527325787496,0.15321487796131575,HIGH
792,ATLANTA GAS LIGHT CO,0.13338017706921754,0.1618310198758844,2017.5,20.0,0.0,36.89234200743495,0.11480284107684197,0.14546505143830427,HIGH
13750,NORTHERN NATURAL GAS CO,0.1333150913120772,0.1618310198758844,28490.776,192.0,14.0,58.89899095763485,0.12141345307574329,0.14182897916666326,HIGH
31199,ALLIANCE PIPELINE L.P.,0.13301758300553493,0.1618310198758844,1936.7369999999999,13.0,0.0,17.64060685575791,0.10298987786117268,0.15173054783595089,HIGH
31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",0.13135749099037344,0.1618310198758844,11530.550000000001,113.0,4.0,57.488785010255356,0.11940551954009876,0.1406928115457179,HIGH
32626,"BBT ALABAMA, LLC",0.12957422560691295,0.1618310198758844,683.434,10.0,0.0,33.50021947986199,0.05283462990197608,0.15101993753163384,HIGH
1007,"TALLGRASS INTERSTATE GAS TRANSMISSION, LLC",0.12914188640975968,0.1618310198758844,8539.93,83.0,1.0,56.98441673409501,0.11302308504002603,0.13868582832060317,HIGH
19574,TRAILBLAZER PIPELINE CO,0.128817127326753,0.1618310198758844,929.28,18.0,0.0,35.86591769972452,0.05240417637899244,0.1517318861592703,HIGH
21252,VIKING GAS TRANSMISSION CO,0.12794577057942833,0.1618310198758844,1348.5600000000002,34.0,0.0,51.19497834727411,0.0778300454702054,0.15166083040525655,HIGH
6660,GREAT LAKES GAS TRANSMISSION LIMITED PARTNERSHIP,0.12767208293612686,0.1618310198758844,4229.525,36.0,0.0,45.90822326384168,0.1035181137729689,0.14278649544404903,HIGH
39167,"SABAL TRAIL TRANSMISSION, LLC",0.1249705240903806,0.1618310198758844,1034.06,6.0,0.0,8.5,0.08365496652950727,0.15009943782524357,HIGH
14435,"OZARK GAS TRANSMISSION, L.L.C",0.12370795464985528,0.1618310198758844,731.544,12.0,0.0,31.767769266100196,0.04577363874091846,0.1506172295132801,HIGH
19270,"TEXAS GAS TRANSMISSION, LLC",0.12317467572372168,0.1618310198758844,11893.46,156.0,4.0,59.92531021250335,0.11167059737066556,0.1324919921671966,HIGH
19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,0.12214305430358227,0.1618310198758844,17197.221000000005,217.0,7.0,53.25618598493325,0.11164439400582955,0.13059447232948698,HIGH
38987,KINETICA ENERGY EXPRESS LLC,0.122012837478759,0.1618310198758844,1142.16,16.0,0.0,60.6619212719759,0.07259891628689089,0.14899304703445612,HIGH
32163,ROCKIES EXPRESS PIPELINE LLC,0.121578669778859,0.1618310198758844,3486.91,32.0,1.0,18.121841401125927,0.1031351970653242,0.13902292995055426,HIGH
2616,"COLUMBIA GAS TRANSMISSION, LLC",0.12087027319670066,0.1618310198758844,21175.153,184.0,7.0,51.80598992602321,0.10429809956812741,0.13281352183304587,HIGH
39192,"NEXUS GAS TRANSMISSION, LLC",0.11882012094821291,0.15395713316870915,514.4399999999999,4.0,0.0,8.5,0.04660619891351828,0.14523723577526873,ELEVATED
13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),0.11810361522803692,0.1618310198758844,18078.485,181.0,3.0,58.46383128896033,0.10615109696631092,0.130354756250954,ELEVATED
40623,RUBY LLC,0.11724677304131338,0.1618310198758844,1367.08,8.0,0.0,8.5,0.06756302817578157,0.14417664161894647,ELEVATED
32341,"SOUTHEAST SUPPLY HEADER, LLC",0.11178192633541702,0.15395713316870915,586.29,12.0,0.0,18.4058742260656,0.04406598205451784,0.1401168262251953,ELEVATED
18456,SOUTHEAST GAS,0.11163965997161607,0.1618310198758844,1152.2160000000001,16.0,0.0,47.367685399265405,0.05277466074945442,0.1389005772078581,ELEVATED
40855,SPIRE MOGAS PIPELINE LLC,0.11120108051194552,0.11578047279103494,262.99,9.0,0.0,42.898399178675994,0.05836708680729901,0.11556986201197787,ELEVATED
405,ANR PIPELINE CO,0.11044384647055414,0.1618310198758844,18500.769999999997,244.0,3.0,59.53947349218439,0.09922769893003443,0.1207805407790859,ELEVATED
40375,"LOST CREEK GATHERING COMPANY, LLC",0.10982366091698653,0.11578047279103494,322.0,2.0,0.0,18.5,0.10386684904293814,0.11578047279103493,ELEVATED
39082,TPL SOUTHTEX MIDSTREAM LLC,0.10970981905901593,0.11578047279103494,153.63,3.0,0.0,8.49235175421467,0.10331012628145364,0.11578047279103494,ELEVATED
32657,"CARDINAL OPERATING COMPANY, LLC",0.10959240846787882,0.11578047279103494,210.037,8.0,0.0,28.379704528249786,0.0586726468514794,0.11566546595530948,ELEVATED
15105,PANHANDLE EASTERN PIPELINE CO,0.10901246523489264,0.1618310198758844,12641.990000000002,158.0,1.0,70.76138171284742,0.09604131723233605,0.12056159854820143,ELEVATED
15938,ENBRIDGE GAS NORTH CAROLINA,0.10898299762654798,0.11578047279103494,494.26,8.0,0.0,31.661716505482946,0.04831219110671622,0.0956605921783347,ELEVATED
19730,TRUNKLINE GAS CO,0.10637416055508336,0.1618310198758844,4384.210000000001,108.0,0.0,56.308085151030625,0.08411414574144825,0.1258342721005923,ELEVATED
189,"BBT ALATENN, LLC",0.10625044819813553,0.15395713316870915,563.528,15.0,0.0,37.925162547380076,0.03752903507427045,0.1345971514363369,ELEVATED
32436,MIDCONTINENT EXPRESS PIPELINE LLC,0.10619869399659673,0.15395713316870915,1025.4579999999999,17.0,0.0,18.49041696490739,0.07802187556858566,0.12932475338174587,ELEVATED
13845,NORTHWEST PIPELINE LLC,0.10614415930688395,0.1618310198758844,7695.867,96.0,7.0,52.1965282144299,0.08910865863312954,0.1225306367916971,ELEVATED
32467,"ETC TIGER PIPELINE, LLC",0.10589500196398229,0.11578047279103494,395.85999999999996,4.0,0.0,8.5,0.06272496518299923,0.11429091484269847,ELEVATED
39112,"ENLINK MIDSTREAM SERVICES, LLC",0.10544930821587525,0.11578047279103494,350.456,14.0,0.0,18.167416166366106,0.07978299600925697,0.11218100146290448,ELEVATED
32285,"WORSHAM-STEED GAS STORAGE, LLC",0.10377043311243542,0.11578047279103494,187.85000000000002,6.0,0.0,16.206153846153843,0.07519489914911653,0.1126105415677183,ELEVATED
40285,"GULF RUN TRANSMISSION, LLC",0.10250130296516576,0.11578047279103494,668.13,17.0,0.0,14.390073788035261,0.07974093705085196,0.11011500554439702,ELEVATED
13730,NORTHERN INDIANA PUBLIC SERVICE CO,0.10179701580501635,0.1618310198758844,1407.16,16.0,1.0,49.68439978396203,0.0794869771460089,0.12482550494407062,ELEVATED
12874,"MOUNTAINWEST PIPELINE, LLC",0.10119327988337282,0.1618310198758844,4289.7519999999995,52.0,1.0,39.20659329490376,0.08985725271537444,0.11503602941385394,ELEVATED
31880,"BBT MISSISSIPPI, LLC",0.10091977156279534,0.15395713316870915,786.528,10.0,0.0,41.109824443630735,0.04699183297254282,0.13278511210519153,ELEVATED
32314,"WTG-HUGOTON, LP",0.10085450088646188,0.10386684904293815,156.183,8.0,0.0,65.45778990030925,0.09583249675971973,0.10341417200404862,ELEVATED
31604,EQUITRANS MIDSTREAM CORPORATION,0.10052732782603521,0.10386684904293815,1085.013,27.0,2.0,32.3431378241551,0.09738843706178235,0.10238025441050734,ELEVATED
13769,NORTHERN BORDER PIPELINE COMPANY,0.10036951226994875,0.1618310198758844,2823.452,29.0,0.0,34.14388025721705,0.06579048997184524,0.12819783672911425,ELEVATED
13063,NATIONAL FUEL GAS SUPPLY CORP,0.0999959330357741,0.1618310198758844,3156.6499999999996,40.0,0.0,44.05702881219014,0.08428925744654614,0.11463026055269031,ELEVATED
40809,MILLENIUM PIPELINE COMPANY LLC,0.09988409405070663,0.11578047279103494,269.359,9.0,1.0,26.026459112188572,0.06548533883154041,0.11171269637285071,ELEVATED
4070,"EAST TENNESSEE NATURAL GAS, LLC",0.09798837842251473,0.1618310198758844,3044.8200000000006,32.0,1.0,47.06083118213883,0.048981075030602006,0.12804304736513572,ELEVATED
39566,TARGA NORTHERN DELAWARE LLC,0.09722341179448794,0.09792291950731365,25.54,6.0,1.0,8.45536413469068,0.09656790178016005,0.09792291950731363,ELEVATED
